Inf. Norm,RKHS norm,RKHS/Inf,theta_0,theta_1,theta_2,theta_3,theta_4,theta_5,theta_6,theta_7,theta_8,theta_9,theta_10,theta_11,theta_12,theta_13,theta_14,theta_15,theta_16,theta_17
0.04922524734209497,0.14427232683110694,2.9308603739149213,-3.065203591823199,-2.5663906273742625,-1.414558953967993,2.7801634228030494,2.419739907798263,0.3055942868693542,1.4764606926918624,-1.2496889208746293,2.308689135427011,1.897746994941075,-3.0132582777626107,-2.353358523482725,1.728759827674132,-2.005440503818258,1.5232520681322343,-2.2733771233630837,-1.3152111603302588,-1.8108092969684177
0.11969840827020475,0.3017500443832762,2.520919440316297,0.9634092359232591,3.065406743555789,0.6237932146649134,1.157053273757037,1.1976037300701057,-0.49095945518816553,-2.5534302567115335,-1.8700763162853646,2.3402454219709057,0.8411855202570853,-0.5458594208247058,1.1886114867193909,-1.7746515215565069,0.5604594577130539,-2.150003790214749,-0.10295317914234792,1.8989186529749924,-1.5693779595745887
0.09934632898589688,0.25837800970949565,2.6007806463203567,-0.549509939769528,0.5067570245697683,-1.8303603317488422,0.12434670346331922,2.3709109471841137,0.7800942614583595,-0.7209874865584558,-1.1133909608559036,0.4383035578562482,-2.9102475783407424,0.6300955500278729,1.8167547032925917,-2.7744604365588508,2.467687403622814,2.3033801640936753,1.9218090250092272,2.676578128519485,-1.6044228035861607
0.12270755359564318,0.27390028864815136,2.23213877729754,0.819508330093849,3.0017437327228027,-0.42858913440385304,1.78431297771818,-0.12119404110540666,0.8112232546143141,2.0873618737091117,2.9806103232843206,-0.4992196837461047,0.15849170701450266,-2.9699435091606494,-0.25791858461753137,-0.1377961629565969,0.9566562208066873,2.0613030134285877,-0.2786705412800634,-3.1131278412470866,0.9639063595734392
0.24541258436696045,0.6099824114268898,2.4855384372416514,-0.03528152808630569,2.8857607699669945,3.0693351721484836,-1.9568736277500764,-3.0189167808482598,0.2702064694513684,-0.8187040653795354,-1.552829139044415,-1.8312160211701842,-0.735733786986764,1.4724257835043044,-1.900340473859649,0.048870943652102206,0.9142378579928057,-2.401832677765343,1.4955996228727546,-0.7055067837973246,2.8122083356521355
0.07572286638661559,0.20036409262764426,2.6460183322254647,2.1151082703981903,0.5796596511496928,-1.1971091580308093,-0.03310616111933262,1.1362168408635398,-1.5771546430746464,-1.831216840695881,1.6556138852545699,1.8815060457303012,-1.8628334156476092,2.3118481407352878,-1.034998948011964,-3.057196650904577,-3.0347935170244242,1.3002128487212445,-0.7908564001705467,-0.6314775814851887,-2.865602974506782
0.4740505780796353,1.1654277600860186,2.4584460265972705,-1.380277821642685,-1.750173986844933,3.012338095506129,-2.5049542407444476,0.22620585037271823,2.5931129830381012,-2.367287437810414,1.8818002963874862,0.6856040441909443,-0.600191231824728,0.6551882513828624,-2.0949151947403313,-2.443208516638741,-3.136101156888336,2.10879411480309,1.840313436217171,0.9751074059970426,-2.473041533942119
0.15270699357855683,0.3447285209596876,2.2574507747240102,-0.06077365751520425,-0.40594611668321656,-1.9601969779836228,-1.7569748214394527,0.16154962392539218,2.050215978295024,-0.2346133304514324,-0.3660100840219531,-2.8851333580703358,-1.1084251907527558,-1.5671914931051076,0.5686073404196237,-1.5392114363570872,2.527253452488413,0.8657947331028968,-3.0015426418994697,-2.6808123644893875,2.812376053013659
0.1535455235711071,0.3686140633492735,2.400682577884258,2.992845383651158,-0.7207991196747754,2.0089633527871236,1.5040095554797386,-2.2397569493229468,2.7114947282908792,1.5590037255480995,-0.7099635706758218,3.046442513386485,1.6938648760090187,-2.7457320644771874,0.7260381552191975,2.066799896740573,1.9106471473283229,1.050644457103198,-1.660886812209144,-0.14923759852331386,-3.127527167157213
0.23413927515521132,0.5757969923660865,2.4592072047049336,0.11348352947569307,-2.5887148332820633,0.5227664512005354,2.3254947035756492,-3.0602017486189914,-2.1681340557986357,2.2820337919977796,-0.13980987513882193,-1.023104304053652,1.1739723657553451,-0.787833470220014,-0.7002076836369193,1.0484204058548219,-2.2438525974912595,-0.8275214581327797,-0.934414275038046,0.9878918909919188,-1.3734687196469022
0.2176865914301282,0.5110135979770281,2.3474739285494777,-0.22223110837704407,-0.22877540618403147,-0.8410666691091482,-1.5110694662093476,-2.4421756413193947,0.7455727472163489,0.19929599073169202,1.9060259358933322,2.313025264711193,-1.9753912501300186,0.9998914906184044,-3.116811618900629,1.9669409777620972,-0.13317557104344768,-2.0523849739446853,-2.6587218910204133,1.064162732735464,-0.5529485024819674
0.12777734983450428,0.2836880743895369,2.220174974335955,-2.327558698246602,-0.6256625521178258,0.20236022474039084,-0.595756513162466,-1.3778051853603417,-0.11062250863317669,-1.0970623674506434,-3.112591356705012,-0.632249517864762,1.4884715930198746,1.1369517835770244,-0.7580837892046532,0.5047857127542192,-0.9199681859687399,2.1559955126157266,-1.822947232873683,-1.840262723570041,-2.0425167839394067
0.46769791632711355,1.1793201836528584,2.521542522391799,-2.1816795066526966,-0.8522235402851299,1.2890231362571827,2.1728231104808113,1.6088470742689447,-1.0827241426206173,-1.3394808861764114,1.3945155112521315,0.8131790611952292,-2.4431618087686036,1.2082588641835503,2.1854254732422325,1.3435124660538964,-0.2559488804173702,-1.5199756709664094,0.560441956226319,-0.8553650610213084,0.4804691602086528
0.06959100914802985,0.16220869826091946,2.3308858464155735,2.547751157780721,0.07497314382687392,-2.0967978125844944,-0.4358186301947198,-0.3908270334640638,1.5638910585697232,2.1586949043748174,1.9459136729886355,1.80763397258964,0.36388901649237937,0.37114937611629006,2.429891401138046,0.0901010094581367,0.3041778496771079,-1.752478852198315,-0.10121625080673935,-0.022263283305896664,-0.8559130899275735
0.11255202554327837,0.25848910153038995,2.2966188327814328,0.35365961724901807,-1.1682402011755577,-2.745256096608395,0.10127106668953623,1.873715435880106,0.7881453769208884,1.6780360777180503,0.3855808279055979,-1.4158666410511316,1.2265645380786792,-0.1288248983086384,2.4726103357740055,2.5193582946757935,2.5043738885707176,-0.668219474808307,-0.84112173748851,-0.1788554286246633,2.1750498963491802
0.07179781227796488,0.16518409596932723,2.300684251071855,0.3359830003778188,-0.40851978188867477,-1.9678052134628647,-1.5336266355012527,-0.16488759106663453,1.0377245454772952,-1.3261102193983723,2.844920818352433,-1.3266882061864689,-2.785820308955189,-1.9831188784450455,-1.87445430478902,0.5191348176800634,1.4090635707360333,-2.0513298978862604,-2.3655514951409446,-1.8042714481778157,2.498571264707264
0.2027273729700005,0.5374030821293423,2.6508659104898817,-0.9589921436408697,-1.572500662423639,1.4509568905605628,-2.0574060887571406,-1.3824002518824827,-2.7927168077424627,-0.09408653057898153,2.110797845336962,2.9448407072426503,-2.562904437825483,-1.210664600639905,-2.6034016301746923,2.302820728231948,-3.1170836977973795,-1.9643890901787242,-0.06147513295593088,-2.488007012428274,2.4203411172068288
0.22528576180252827,0.5310893339098073,2.35740301411204,1.1456468411005858,2.0979583502778025,2.067889357725642,2.7176356638456554,-1.1843010411166208,1.5722252875218983,-1.6660064594567907,1.4470994231178729,-2.5264643902877157,-1.4078064065199287,0.4745973438178277,0.67973424761704,0.92187592881118,0.8446528065794148,0.5104040003538857,-2.85219047857435,2.7308385822512493,2.2231529707215385
0.3110704125458822,0.7185914273531934,2.310060354091705,-1.7041523417215352,0.4271343481917609,2.433822160730343,0.9330115104885666,0.15759578216991255,-0.6169223276674787,-0.6743819433376155,-0.014363746285372514,-1.390073073937967,1.3566217907673117,2.787713109500473,-1.530238376650609,-1.746961560500334,0.48026135390247493,-1.7102530489549859,2.690119101516558,-1.868626971516638,-1.9202382407933964
0.1355541791860348,0.3176656004750758,2.343458552016393,-2.05157875911205,-2.6768280514564458,0.8341577523995527,-0.569433127009908,0.29951253669608224,0.82440711202569,1.4363224181822707,-1.4609742934223817,1.3908729862236253,1.8231124737461073,-1.1733457840525168,-1.9443530369896103,0.37931315733010784,1.45727832552193,1.5098814306327135,-1.0489974325744602,-2.3860565713778907,-0.8806635266297405
