Inf. Norm,RKHS norm,RKHS/Inf
0.9960091785869036,8.393263268964207,8.426893495973822
0.9891050061149799,8.552930723888426,8.647141275204687
0.9996852744183982,8.541403669587364,8.544092714136081
0.9975390395021739,8.834749495823838,8.856545103470694
0.9967416907748404,8.542928997678327,8.570855495205866
0.9964547541566711,8.118189546640219,8.14707292305598
0.9923223128514159,9.198296190400475,9.269464236845966
0.9955274984696975,8.074963226892628,8.111240763620573
0.989299941036928,8.26006258923377,8.34940167951091
0.9998833830367333,9.188376628982276,9.189448274534149
0.9982775985007318,8.05874428690585,8.072648629007517
0.9980752946031494,9.106588039310331,9.124149338784362
0.9922964882323503,8.347136470341317,8.41193793319845
0.9973045752992896,7.980117181240511,8.001685120962861
0.992730642259907,8.642993173909904,8.706282254201922
0.9999729102783924,8.761416566397102,8.76165391716254
0.9968323085221011,8.32881655589092,8.355283516280872
0.9995572163662346,8.643381764466668,8.647210607801524
0.9917084595381354,8.210967535597954,8.279618325956417
0.9990476980565884,8.45013165139719,8.458186398742448
0.9940193748321308,8.493035663294474,8.544134931704699
0.9993141087552604,8.8863245992694,8.892423834922287
0.992211439015635,8.20516083591551,8.269568877431794
0.9850671004533826,8.708569539155711,8.840585108514478
0.9939385701345617,9.060284315710797,9.11553750699522
0.9990438645056108,9.12903613018428,9.137773079365136
0.9944170141144196,8.496679479471476,8.544382647191746
0.999001786792753,7.957060325804495,7.96501110508546
0.9929846100905496,8.240561602857921,8.29878078584367
0.9872363562827965,8.27070916976311,8.37763836099442
0.9874439601151148,8.583113206481583,8.692253487966017
0.9928332583780045,8.43663405520756,8.497533683541706
0.9976546707379149,8.64475259437693,8.665075048446214
0.9978223128008092,8.768483574716843,8.787620262874654
0.9976360031835001,8.632646046234589,8.65310195170126
0.9879063102238098,9.116597121638607,9.228200110973322
0.9997674758317626,9.186358750750369,9.188495297976884
0.9987547469795128,8.04793531439835,8.057969525288708
0.9979643400328285,9.028657443531172,9.047074210321153
0.9928918985298217,8.625521783954834,8.687271793361063
0.9975725793462501,8.803506877792202,8.824928691966953
0.9954855908885188,8.101488953766372,8.138228245509213
0.9989205474965074,9.254049493813014,9.264049595341184
0.9983434062966637,8.698738121779893,8.713172308161678
0.9987913709723926,9.141477283955938,9.152539308640678
0.9996796686306468,8.943875928151222,8.946741850219352
0.9964947922704949,8.087497131266982,8.115945205132252
0.9843153752040242,9.103658677832628,9.248721402879301
0.9997845616414398,8.815303446633823,8.81720301037747
0.9970788073466551,8.597262856119867,8.622450695746108
0.9916234523706603,9.390587956274178,9.469913134692641
0.9975632057254347,7.987128183501509,8.006638714880443
0.9983140329971572,8.692240259252547,8.706919838797157
0.996875418661649,8.753376470187362,8.780812834104358
0.995676908233392,8.926439894107155,8.96519726458771
0.9971930155747951,8.819905201759797,8.844732227367125
0.9932368818460309,8.01261653552027,8.067175798615144
0.9989065042287043,8.021268359747866,8.030049184574494
0.9983162513451607,8.229129348829165,8.24300850330844
0.9985511675457773,8.989902431945554,9.002946192572974
0.9963199047299581,8.751385490174282,8.78371038120156
0.9961249503873814,8.50555419467613,8.538641855490537
0.9997096526370473,8.587887854764329,8.59038204953917
0.9963635858223583,9.702273267606497,9.737683518008772
0.9962807585059946,8.493816762344817,8.525525249611363
0.9980326050095158,8.298420949091897,8.314779404439172
0.9900550075279292,8.812297918716057,8.900816471520614
0.9931408478378867,8.47159797744183,8.530107281243026
0.9989373225091014,8.691542467971958,8.700788600170426
0.9994055080552655,8.286889396089954,8.291818815583015
0.9875152275864555,8.60868768708933,8.717523990115536
0.9989691412681523,8.856510189359193,8.865649421478825
0.9996080425487512,8.76525102381896,8.76868797640899
0.9986591998323309,8.71096497824975,8.722660322672912
0.988073860798199,8.591098636686171,8.694793959781503
0.9990165505580453,8.277590174023304,8.285738779201893
0.9904069027407025,8.724595042862713,8.80910161138779
0.9938019130020649,8.464869800728243,8.517663017127493
0.9998922452005045,9.0854175873426,9.08639669019609
0.9955608072391713,8.785639456467582,8.824814509152267
0.994096525596232,8.689662586569648,8.741266429190894
0.9988023895955297,9.037079914634536,9.047915792726677
0.9920216284899046,7.700964422370575,7.762899720335024
0.9950517770655467,8.560297607988105,8.602866509351719
0.9947993752647429,9.093209096655633,9.140746689990316
0.9937868611693811,8.803089883436815,8.858126654118056
0.9957432000488207,8.724198821147272,8.761494751578049
0.992756361200369,8.4524369030914,8.514110040928195
0.9980370652222884,8.470537345412279,8.487197159882708
0.9999828476438241,8.868716739970967,8.868868861968565
0.9999012177210027,9.240107436788431,9.241020285832526
0.9948046182329299,8.820299920085501,8.86636406629574
0.9977978739202494,8.554603509582071,8.573483400973664
0.9991476942147937,9.123232101892775,9.131014518391604
0.9933665311456981,8.810699904375419,8.869535693148036
0.9998206258424231,8.533574512189423,8.53510548954644
0.9955730930883337,9.183269296864323,9.224103544599837
0.9980287114357987,9.613767037291376,9.63275597899451
0.9929496075157731,8.671419854360561,8.732990867537872
0.9932318277735104,8.403601361456499,8.460865959455335
0.9892421946134424,8.619839117006409,8.713578094366172
0.9991092551962325,9.338292869655291,9.34661832135784
0.9998992627049746,8.744214468754159,8.745095426012114
0.9929249918288767,7.908199641180762,7.9645488896543775
0.9948426526977577,8.521963849098924,8.566142420602441
0.9998590683383006,9.025821728688701,9.027093932036859
0.9978150151549326,8.852824993712156,8.872210639501713
0.9988356773429291,8.182037934584157,8.191575571619301
0.9926035120953562,8.381485439928607,8.443940947010697
0.9966848910986742,8.431784258750076,8.459829514878548
0.9951795636365711,8.560161855749996,8.601625443824
0.9930849360858058,8.519379607574777,8.578701879371447
0.9997505133424025,8.346957549328351,8.349040523542715
0.99721730769618,8.680451912356853,8.704674342657425
0.9962762869173235,9.062317064905917,9.096188661627714
0.997646045985066,9.278032641394347,9.299924235386818
0.994600308839798,9.30867012913951,9.359206956207446
0.9974482685251903,8.076815211088332,8.09747780005731
0.9748153151672421,8.462481875749976,8.681112969894333
0.9853426006415936,8.552694718479547,8.679919768931706
0.995619664752375,8.91661416472895,8.95584376283552
0.9976588587398226,8.0564389532659,8.075344475407421
0.9969806972377466,8.376532670357921,8.40190055190246
0.9978910070428227,8.70318361457367,8.721577359800966
0.9994729670539343,8.372599728826955,8.377014691559083
0.9965803252336156,8.813595561872146,8.843838613617109
0.9962625106468208,8.575882401296097,8.608054914892088
