Inf. Norm,RKHS norm,RKHS/Inf,theta_0,theta_1,theta_2,theta_3,theta_4,theta_5,theta_6,theta_7,theta_8
0.6580340386827811,2.110151303409987,3.206750987584138,-0.6357486037751361,1.4287186613656058,0.642479915461601,-2.295525560662184,-1.3495970953363143,-1.715511299684234,1.7115506595207117,-2.1452876056424484,-0.706671529068915
0.4664132374438721,1.3376209130555496,2.867887970732216,-1.507905241371164,2.622031587892182,2.5442558034579665,1.7394198705741966,2.812349923409479,2.174411750259207,-2.1480070062182106,-0.9357942885851007,-1.8520000180449077
0.40173462873601296,1.1801247903436314,2.937572979597715,-0.24540168817354324,-1.1754812537115527,0.1980523159775993,1.992970225702022,1.6183310459300753,1.194783745551515,-3.0211289392119687,1.779250972186607,1.723369013764323
0.8509227467882625,2.5059819964269785,2.9450170487104734,-0.5472047417509289,-1.2999439830794772,1.916560534880552,0.650959279415015,0.7750055629114097,-2.338674334189516,-0.27902341757674076,2.884841120707944,-2.188309820952836
0.9820301914356795,2.6244099749501166,2.672433085904782,2.8076165219292086,0.8871740840594597,2.9604489197512676,0.057188988874646185,0.8437852848320873,1.1263574754940482,-1.2130513052932033,2.305022839386222,-1.3109117387876996
0.25725660921760485,0.6954328134310636,2.7032650999563628,0.6173668674435411,-2.1863439805648435,2.9003407668084904,1.6900574875624121,-1.9141369391454335,2.8915152183763375,-1.7693487137023762,2.8020024441062503,-1.9788132373549503
0.5761274809046035,1.6726711923779398,2.9033004809137104,2.4421696840894125,0.553583239188526,-2.1413227810456528,-0.9038142339133435,2.1432454420323985,1.4315590937139655,0.7388580944861443,-2.4429506632957265,-0.10061657528298351
0.3301825288006822,0.9907715519773393,3.0006783083772066,-2.2929357992396,-2.8513206837637224,-1.8295512266285523,0.4548595029628486,0.3638745568692543,0.44889250170885253,-2.7955776293957904,-2.8842556904366825,-0.1902947979433094
0.6782156292662802,2.169784924279113,3.1992552672760874,-0.46956124770507657,0.9516381797149531,-2.308476575564777,-2.469589385344347,2.996907875855025,1.8817296163364565,-0.047305984911938825,-2.9214653337740373,0.09776432549729375
0.5381102763562511,1.5507231431963533,2.8817943297736073,2.3864672185474154,-0.5911276758730137,-0.6491997793383173,1.1762093732177483,-2.437300621946867,-0.051563385101712544,-1.4884932519945806,-2.006090616112112,1.6198473705843792
0.674439382996183,2.099114156336834,3.112383720849104,0.7627438999960989,0.6001111488169832,-2.3691021616797068,-0.34307530058474045,-1.5376937214758106,0.17920335998134318,2.22316528097826,-0.975353472290863,0.5647436980493943
0.5212938696765496,1.6615648840750352,3.187386195632795,-1.7740707260994388,-2.471605318483006,1.4403027185029496,-0.5128804031616143,2.1307159533364803,1.6005184748914942,-0.5356310261001482,-3.0533198444623206,1.5855160135590625
0.748162224467415,2.109518138293334,2.819599906684691,2.5382358009662616,-2.215647971612702,2.112815056685873,-0.7922930175613687,-0.8302556363633791,2.625439160750709,-1.252550057988553,1.7341717358310218,0.048651124805081825
0.42920135454448316,1.188900821977768,2.770030451650283,-3.015709885986701,0.4457357618603046,-0.36762102080905645,-1.2314513521936898,-3.0360123406747586,1.3587129000102216,-2.8702663580553853,-2.284314939105294,-0.10562831161096131
0.5661436304708308,1.7428811988629191,3.078514188022322,-2.500707230106947,2.56209172083215,-2.2796419969720474,2.210921031964987,-2.1355739194903656,2.3434872599795717,1.7598504284853504,-0.11975230554081007,-0.33577499255172993
0.4381143619240254,1.1829996120428774,2.700207331363459,-0.23968341001594595,-0.07559017603909268,2.100562326191824,-1.2494454611543822,-3.0046135557267943,1.5749945105617824,-0.2686350482038846,2.6496789603265594,-1.4078548515292375
0.7155107195009683,1.957568150719521,2.73590331684314,-2.9043307172268045,-2.2535247317026146,-0.9359750942067828,-2.099681965469195,-1.0514402807396768,-2.1959074504942793,0.08760037923176034,0.011944300442276123,1.0014644682109122
0.8585114600893,2.4954596422117445,2.906728399353194,-1.6431642656146672,1.736701371181308,0.8309711188792708,-2.661505964662646,2.0892563690156125,1.3355690044586757,-1.5239768996037257,1.3262991171515743,-2.676640512791077
0.5672035346280645,1.501354657076197,2.64694164513747,2.513255294050066,0.5557678700203574,1.88600053966291,2.0720027167737625,2.833625030342172,0.16191354381041778,-1.1723115990393842,0.325365638926554,2.7614218465237697
0.7929833270326693,2.3536696407456996,2.968119959789184,0.7980267309358076,1.086696941638575,-2.680396721200664,-2.6583642539397725,2.1531463655677694,1.167453377599311,0.8361494569475285,0.9770055011112255,3.030905752098853
0.8644725535077498,2.322990044024118,2.687176168402544,2.1902288142388473,1.0274341525725568,-1.1622164048146382,0.18163001131708478,-2.261827383549188,1.5290225323258158,-1.5479632879461673,-0.8603584425678878,-2.865311380237281
0.1389548834781996,0.3900311786947245,2.8068907614601097,-0.13451928183511885,-3.0055083966085907,-1.6293368327449456,0.7271370742486045,-1.675315239514978,0.8057960167271907,3.131887866567925,-2.501704424882996,2.8824107159115577
0.8135131238726628,2.359105212007396,2.8998981611717194,0.22899464297173555,1.3976765939401803,0.8979878201772085,-0.7752791031329118,-0.09622997251575871,2.901445640507851,2.866378265802279,2.1995592944513707,1.2738389064637428
0.49077478630903987,1.5158555326137853,3.0886988796104413,1.232188443760358,-2.6565938159614104,-2.7742926926230154,-2.1184549804677344,-1.0319711983745252,1.6178979082068743,-1.0537890940485446,-1.3059110179734557,1.590126722688714
0.422262816899992,1.1278472262621089,2.670960314578743,-2.242442390154622,0.30205561958527394,0.41285042097620517,1.8223708122663282,0.5846121160129174,-0.9062892936389821,0.7697727284415476,-0.70119874240156,-2.474568059670554
0.7683652424053032,2.0410839824729035,2.6563981161920607,3.045874108179195,0.8302687784652454,-1.9103241126465451,3.093537206500427,1.5973868987907442,2.6869821706840833,2.7232681668171814,1.4684708724626852,3.0450267904294392
0.433692372756442,1.4211815353372843,3.276934584541121,-1.7247000578468354,-2.574752855490524,1.5526469279589952,2.5096922989034995,2.6172018205201493,2.3496282811252165,-1.385099879914991,-0.16116941809047303,-2.3412179566163487
0.6394891471109699,1.7622008189485623,2.7556383511896714,-1.332380737109904,-0.5841102284249016,-2.0414839463856373,-0.19921858976164541,2.9548889732866925,1.6602756331136863,-1.8018496737596452,3.033806026863618,-1.07758728914347
0.36403153541328354,0.9939980698494937,2.7305273668694983,-2.0862951224719124,0.2023350498729819,2.7378576354646684,-1.4546828899472213,2.0646679286649254,-1.1293584336191835,2.5194419028597643,-1.1657974921476801,0.02023570759699833
0.5558987092641147,1.794624383404451,3.228329826093915,2.736570828636525,2.555657539043973,-1.0030528536432493,2.5435817970841974,-2.975448320451437,-1.3254879002420745,0.5760650727023084,0.5910171385328167,-0.807902398407073
0.794885751489395,2.1996028737359112,2.767193737734595,1.8448794668654553,-2.3403783923564556,2.8346272916476654,-0.5847233418700966,2.6695503983219577,1.6816908727201572,1.9268985877551223,-1.5212756436734078,2.5491023596891784
0.6727936501011041,1.8580448959790863,2.7616861361575995,0.24314495984905538,-0.8590013678172137,2.244417492304243,-1.1810161937839432,2.11682088713283,2.681410441874915,2.9550005971489357,-0.2175624399622902,1.2523041684744154
0.6161896260470129,1.8318755478930024,2.972908777521739,2.6569663118735,1.4080159841728621,-0.6245529792208346,1.0880291065529786,1.3355809025573357,-2.4975585133922573,0.05628985722463398,1.413708711882383,-2.017677767945541
0.8247759284294014,2.480285708721621,3.0072236873410723,2.2329086986119293,-1.9266550200720645,1.5255891674018978,0.14508558928105542,0.25112659664041725,1.6976351410248487,-2.6031695522169365,0.4799937637058309,1.7492359934466588
0.8930815268997584,2.5339438273100314,2.8373040433456946,-1.4627347709988332,-1.4241830585672017,-1.1803800583255757,-2.402779686528497,1.7142875482088247,1.5403969151163492,2.164498821137604,-3.094437712815305,-0.9587889252506478
0.7263249140624173,1.9574906945981865,2.6950620262352283,3.0297607241777085,2.447394386614876,-2.9687341908668556,0.741712162277461,2.2343214618749307,0.033319980498874635,-0.7447788258345525,0.6650871104994138,-2.441155476840292
0.6721513612661579,1.8797541737881778,2.7966233234240736,-2.516250153442715,-0.2621850670412158,-2.347684431324598,0.2881920813163008,-0.27468903424339475,2.234788299210149,-0.9588002105147031,-0.8413475871262044,-2.3259970108700205
0.8691416782791912,2.3132719302458677,2.6615590853103512,2.677009548714878,1.27271693882588,-1.0410003615257564,2.131898668833867,-3.0786505276072047,-2.6577695311473897,1.3481807675839041,0.9471037803086899,-2.643805626815568
0.4037420737569908,1.083926447494313,2.68470025283201,2.5735080791593896,0.18524308122082278,-0.43929397126782765,-1.737307195303493,1.3176995290149547,-1.0736598446383576,0.07223337691113807,0.8820869617353768,2.6138652020135114
0.44407581496040766,1.3921931428497962,3.1350348205157705,-2.4064836727640113,0.44550308178112363,1.1156915132120657,-1.6170704575057937,-1.3583022745669118,-1.095176263506786,2.6558434727101377,-1.8320730637360125,-1.933402599090429
0.5948350948317962,1.5755390709650217,2.648698916143377,3.068676200879235,2.011958510924603,-0.029044902993300425,-0.9334235646698947,-2.402782955508072,-2.7365650466844516,0.7140391319161603,1.431238164092914,2.7977441320126903
0.35088759527668406,0.9441341251280199,2.690702486599862,1.1142305254398215,-0.5273091047016636,-2.82481126430848,1.7835315395812161,-2.4734268015422844,1.985266193059723,0.24895283294631332,-2.458213042851776,2.1263703312713496
0.4330010152709204,1.3124062543168284,3.0309542195777097,-1.5382813845558672,-0.25610474711119746,-2.0304889485557265,-2.9218199792564397,1.509817152219311,0.5621926452436177,0.34020081646125755,-1.6408678732280004,-1.020861190883445
0.7636960861483558,2.364089384949055,3.0955892374310356,3.046418706494423,-1.2980685520578779,-2.350145503373755,-2.512220763846751,-2.4187563848528595,1.569562600747041,-2.3522894574183946,-1.0129267947162877,0.5655223234406961
0.8411058129729495,2.254238504477908,2.6800890800054495,1.6809291634963737,1.7756749709887565,2.198270449127394,-1.0315985868963544,-2.1966309902471197,-3.0190472475937717,0.8147558900826577,-1.042710886024656,0.4795493315156376
0.5145627889858313,1.58713843788361,3.084440756028537,-1.105167459916169,-1.0463389260542737,0.4515523173958571,1.068735306949236,0.8670674273352637,0.7797742135088135,1.0034430102093292,0.09403184569444312,-2.3560787978043263
0.7718283996806449,2.618436210114963,3.3925108368626744,-3.0679196753765834,-1.427549164968769,1.5999428422783284,-2.658951005286305,0.6130110880145043,2.6866236934922423,-2.225622586104521,0.48255711547132396,-0.015252078820326087
0.980189500568602,2.6075997496650296,2.660301654070337,-1.4397483215467592,-2.4498777763586497,0.16048427059040948,-3.022769905548094,0.3663182428241267,-2.063305345652485,0.6932730543388619,-2.7451519808172096,1.3778723535083834
0.33560512943372856,1.0132918560957453,3.0192978808324162,0.11807781228926606,-0.15834253424302158,-1.1717429553402694,1.4207806019665972,2.2136080614020184,1.8956362631953754,0.12177251090138208,-1.1796502143750287,-2.6860400363707067
0.8526040261091221,2.274020654120308,2.6671474500277146,-2.0762676663942297,-2.040922355589008,1.9702468844206322,-2.15344110747528,2.9041187892399476,1.981946620456596,-2.193745376859437,-1.485393226549921,1.384514774069432
