,Inf. Norm,Flat RKHS,FlatRK over norm,Tree RKHS,TreeRK over norm
2127,0.15906788104643133,0.5149645693054322,0.3575097806594614,8.357198644095298,0.0038150949862253655
2128,0.13191165579371425,0.5795208059031338,0.4851532383771166,2.089123692230589,0.0011500271901875847
2129,0.17471508309661452,0.6591071163408405,0.4165994338568976,4.706933067250815,0.001956296822559067
2130,0.10273754045306231,0.3788077403746652,0.40717654592529845,6.10031369024201,0.0043117158209060235
2131,0.16124943299159888,0.5115437796386365,0.3503302876267032,5.305940654031094,0.002389413526800672
2132,0.170166263522336,0.5475846592317228,0.3553619167655791,15.73020699440485,0.006712558764657598
2133,0.1510404488882423,0.5646580824839378,0.4128434086245086,4.187618923552676,0.002013265317398016
2134,0.1587275576159857,0.539984233346907,0.37568323888106886,3.6814155831156237,0.0016841843933088285
2135,0.16915081526893577,0.547143903409763,0.3572074786634796,9.647219429795594,0.004141476367432911
2136,0.185319950214909,0.598557720453101,0.3566785035117045,6.837240595005266,0.002679080810360001
2137,0.1571246731787847,0.5516915002177876,0.38774390462692726,7.1990860459101915,0.003327055940287177
2138,0.17348176377604368,0.6056299667425173,0.3855197226976221,6.053185504239801,0.002533712187370008
2139,0.15755478515010182,0.5385759956967499,0.37749262299719893,3.724511683091556,0.0017165832444778091
2140,0.14709133709168992,0.5076455318528337,0.3811242177548518,4.229387434473768,0.002087937530796049
2141,0.15716942724475408,0.5558645257844882,0.3905655759479189,13.404981590606793,0.0061933450614939925
2142,0.11262825817530667,0.46091668846856315,0.45192684434240527,6.454261603642026,0.004161274091524304
2143,0.15935438297333526,0.5409484566073324,0.374873677625651,17.439557723830337,0.007946915217500971
2144,0.14906662491046088,0.5395738055551136,0.39972702684625017,14.646640832411707,0.007134848228768698
2145,0.16060841547544416,0.52209385281016,0.3589825648266693,4.751448134015548,0.0021482500048594293
2146,0.15303320850200414,0.5619153151977324,0.40548823611249935,3.9124729204273154,0.0018564907378871129
2147,0.14382531385356342,0.5069962572930244,0.3892803631501831,8.175984238713399,0.004127925409876911
2148,0.17359179770397615,0.5126075561335239,0.3260985567869719,6.1510864825136204,0.00257305908141435
2149,0.17825839049982592,0.5744121829558492,0.35584980758513196,8.362637726218782,0.0034065944015800407
2150,0.14162509259476036,0.48399043001125874,0.37738935108552857,4.031486743486069,0.0020670555844145653
2151,0.10567744533847531,0.4402286144840452,0.4600330521198594,6.679212793586701,0.0045895499396435575
2152,0.16482569187413704,0.5419230824445893,0.3630829170445076,6.100578274893946,0.0026876531588286225
2153,0.1689972560935854,0.6460149903742045,0.4221395240567965,6.207711790724808,0.0026673439329267254
2154,0.15838225522711633,0.6097489444760494,0.4251455212862042,4.578545132976443,0.0020991723773285125
2155,0.11937924485540297,0.4606885448382477,0.42615899533716595,5.462272725378168,0.0033225511747937107
2156,0.19909076746296805,0.619116999923905,0.3434113796019932,14.386137609581061,0.005247110563370008
2157,0.14175628903488807,0.48173021856790665,0.37527931603606335,2.1890762444470937,0.0011213615962579616
2158,0.1651053126655287,0.5115168619073162,0.3421306483812205,3.652714985424299,0.001606504196489637
2159,0.14837859672250683,0.5381630219876604,0.4005305691513785,3.524709861664489,0.0017249608398102803
2160,0.19190581580297378,0.6456027249188697,0.3715098151275796,3.7669428080983782,0.0014253713199776812
2161,0.1990775871318286,0.6227242681785599,0.3454351253175584,5.554617156584251,0.0020260907269018043
2162,0.12475332375981305,0.5959930119475755,0.5275724594402873,6.666114672505626,0.003880143442325751
2163,0.15714132391345179,0.5617146374446368,0.3947466082553498,3.4292056505171242,0.001584638666613284
2164,0.21922811687523658,0.6257649071691185,0.3152158338435112,8.703015724454946,0.0028827079167400376
2165,0.19374297322892525,0.5793587108556119,0.330228578194386,3.789474673822969,0.0014203002864088888
2166,0.16097382670608534,0.54866050289133,0.3763929694105473,3.4701163741590295,0.0015653660021275756
2167,0.161673804962359,0.45345146408230635,0.30973067771331986,3.421231549244167,0.0015366322184616806
2168,0.1538691187586333,0.5583208209784228,0.4007056178486693,7.830775577791358,0.0036955615268737317
2169,0.1821236922739022,0.5813102412014091,0.3524800988674425,4.477776556674494,0.0017853488900304267
2170,0.14569563424577134,0.554770097190171,0.4204937832938508,12.276728016539073,0.006118757225817407
2171,0.13827709054365872,0.47968676218059664,0.3830897871602242,5.796756314279145,0.0030441211791150083
2172,0.13912135960443917,0.4893265221001436,0.388416809166173,5.887050131826564,0.00307277702379833
2173,0.16944677295383234,0.478549855892491,0.31187959480057154,8.270152111830814,0.003544111048123967
2174,0.13953030378738374,0.5337268621361557,0.4224191469019381,2.8770728705159643,0.0014973021494421607
2175,0.150531761489442,0.6281383904727663,0.4608082730166592,7.283332359361002,0.0035134122468964564
2176,0.13915789139131482,0.5216199497271164,0.41394193677071883,5.896069830388586,0.0030766770006741646
2177,0.12826805207453532,0.5024983189274711,0.4326225845930826,38.295912991202314,0.02168008867958433
2178,0.13573152411473277,0.5771598904373075,0.4695788093877662,5.132168253997296,0.0027456633467713007
2179,0.18479794051322676,0.5047310019386473,0.3016170778016962,3.7156481137330415,0.0014600394045266695
