Inf. Norm,RKHS norm,RKHS/Inf,theta_0,theta_1,theta_2,theta_3,theta_4,theta_5
0.9541351278393375,3.018665867783153,3.163771859672535,-1.766699803395306,-0.9402892716876075,1.00211235405469,-1.7310799979442872,2.3305728776370813,0.9590879807601835
0.9257869923453637,2.8937988916937307,3.1257718196738313,1.4944078237830354,-2.7539083823107116,0.6713453968324896,-2.9966114747900088,-1.0661244090663349,1.1830082795481047
0.99950863947404,3.123039819413942,3.1245751122845156,0.9706399460736339,-2.1068020597951076,1.537431434296634,-2.979310469774849,-0.9970791438419657,0.16098696494090747
0.9978577551990467,3.387682612439459,3.3949554380761455,-0.8001644895969546,-0.09054534605352371,-2.351154350362272,-2.702013477413405,-1.1991900813371952,-2.5742820377299607
0.9999886098475232,2.398204089212532,2.3982314054339144,1.7860745833289364,-0.0047728763024244,2.9418253457300994,-2.693526981382784,-2.5897740821992654,-1.7640907144806552
0.9739819924805324,3.1143341661702113,3.197527459659332,-0.9556431175726958,-1.3216367282706754,-1.7682818122335373,2.932768437839468,-2.3742520848788073,-0.5650741379684661
0.9678989278666814,3.307212033410244,3.4168981266459055,-1.6050590964452796,0.2540641814554947,-1.2196798807505782,1.3693699115105522,0.7877812114521863,-0.955726720967272
0.9712609320983584,2.5101941281652556,2.5844693688462406,-0.8417456149526803,-0.24032389967311918,-0.3956645828896259,1.4183492523525523,-2.042759409236524,-1.8083702792006415
0.9947840429074463,3.24860927920382,3.265642731571306,-0.643904979183906,-0.31250258056308367,0.32845756693323347,0.6092379726839763,2.4271289493620873,-0.008728398005943383
0.9908435410899272,2.5981943330767487,2.6222044402880567,-1.6707740463439207,3.0061639521506276,-0.5294246229126376,0.3445919758941489,1.1188911352461774,-0.5820554600216212
0.988782551644467,2.9873922399186936,3.0212833296363217,-2.5770964788180875,2.3789902354822026,0.30408176267101616,1.9334983904207723,1.9923939778344835,-2.634755771911371
0.9466012212215681,2.837264689107166,2.997317799195038,2.6415393751066576,1.0791779478024663,0.7973396803789203,-2.9287288744754782,1.2605330537109722,-2.5734141600274043
0.9489514773634445,2.7111299463800007,2.856974261647784,-0.8303762540018429,-0.32090141528862626,1.8568673012803405,3.071725966015384,1.4356537777096428,0.050707807177825526
0.9922580062101386,3.008682127428571,3.0321570686237402,0.695011711416984,2.127618534174271,-2.1673367967306967,2.439491272454875,2.2515431657414213,2.2235225662893683
0.8893400923771965,2.845384358705058,3.1994333586146735,1.3292266760954758,-1.388266397686107,0.7618213226394901,3.009231632243627,1.3697864290155577,1.6560472273265017
0.999016701872645,3.2911013552385264,3.29434067425439,-1.9611978973801862,2.0312979210098074,-1.7601234015047886,0.04989629384167138,2.28392808571441,1.4638898955202553
0.8730282134906052,3.323647215623153,3.8070329964873686,1.4076916298351918,0.5314143953966828,1.9844789602626882,2.130617064926807,-1.1142097819232237,0.9456864937791307
0.9446639991398833,2.516928113857694,2.6643633251075065,0.4561408080951894,-1.5105242855766443,2.461845352778644,-1.8810760038731917,-0.7815429715973301,-2.6060148779777497
0.8941485208760264,2.8144281023548894,3.147606954152877,-2.401717194508816,1.5165421703670923,2.05812717402633,2.8174173585853284,-2.3487794870193137,0.9280832210885164
0.8941017389764511,2.9287763630116084,3.275663423230124,-3.0597691890701495,-0.6747651838574078,-2.7864889216529867,-2.012181863625585,2.313425226892204,0.8356201372049985
0.9633523555434799,2.4577438650192147,2.551240831951531,0.17506945180103894,1.7202430748499182,0.7113970333527235,-1.9482184757625116,-2.2381753538262537,-0.8190556705997643
0.9539052052757991,2.4440767233679135,2.562179878933847,-2.471242600663866,1.9321692604606922,2.4280550113820842,1.867745670859371,2.964217699282396,1.2903828077928399
0.9781885980664893,2.5162314517672253,2.57233774421504,2.396852269737372,-2.9323504211794766,1.142648243529898,0.25201373713716313,1.7625098299961532,-0.39173773660259137
0.8885234042954175,2.7318773841559225,3.074626251766829,0.0413862353691008,2.147769107917868,-3.013373251873186,1.171841956598584,-1.5586122841636818,2.0531166830394287
0.9830799516389067,2.773532596123029,2.8212685972277565,-2.5384838927247424,-0.8642569276578604,-1.5441960536140118,-1.7088196855353066,1.445524092629948,1.1443880101782797
0.9075693462939972,2.581870873758978,2.8448193896167675,2.3497365848536775,2.7082550649422883,1.1615043905213467,-0.699167856414538,-3.0933748944028587,-1.0834590464804839
0.9205345572872671,2.745402320123793,2.9824000613450603,2.5916995094865802,1.0372598983262984,0.2705803789324661,-2.6408023881846745,2.755879770030676,1.4691874064858634
0.9551561903743829,3.284560660624472,3.4387681237107994,-1.9170141605994069,0.6575374732358132,1.5541899255264493,-0.1714828226206202,-2.4816383834311897,-1.7180314349789523
0.9915844606850909,3.1251784634895805,3.151701733335331,2.5507220274798534,-0.26899635234799657,0.06642177133159954,2.2213968616470687,-1.4497830179906852,-2.4891575524446896
0.9750754153275804,2.86001787090612,2.933124788040406,-0.3805484028354753,-0.22373563671154217,2.6866744550127706,0.19350020162915404,-0.5557586721092846,-2.508792155414653
0.9820367225691432,3.1750794999684055,3.233157607041375,0.4037895319854248,0.2754556084440041,2.264481609829091,-1.014416184983307,-0.6493388960466531,-1.7039375177337874
0.9132698339863405,2.7081998603755597,2.965388497016825,0.7473708224403692,-1.4688049011928483,-0.7657285842621233,0.4850880210933859,1.9979683713054825,-2.5942335395259613
0.8936864739502558,3.2753850155940962,3.665026954157986,-1.134322170672958,-0.5412087741833624,-2.2577970909714202,1.8593367385075226,3.031153528910571,-1.1685854780061995
0.9663900129834705,2.5697814555043212,2.6591556421105893,2.892894739438714,-1.926029661236938,2.1163498187358014,-0.5118909913964145,-1.8507619740098893,1.8095405728693121
0.9726876724677577,2.4198580252247774,2.487805791848349,2.39619056241526,-0.486043327026334,2.5225598379677088,2.6610007084236234,1.298022286744125,2.0166694035570982
