Inf. Norm,RKHS norm,RKHS/Inf,theta_0,theta_1,theta_2,theta_3,theta_4,theta_5,theta_6,theta_7,theta_8,theta_9,theta_10,theta_11,theta_12,theta_13,theta_14
0.042761086921547536,0.20467662362076722,4.7865159273495825,0.7661415698356935,0.021058161572395928,-1.653504439198355,-2.4831564714521503,-1.435832068538844,-1.3523761669426573,2.48907193196772,2.999990323608621,1.3888432833237712,-0.862215546458613,0.8357927789973885,2.8556706993432934,-1.0520237823581313,-0.3004985894358363,-3.1013664939388534
0.35746124585628924,1.7410314478983369,4.870546018849514,0.18771325519357207,2.5445742115561174,-2.564572281337318,2.9454537434941717,-2.102505496853709,0.6782531137177186,-0.9423338724739403,-2.483456803770265,1.1711955333519262,-0.7391624868786817,-1.087856018057281,-2.408640276285333,0.8868955748052318,2.4784401676145142,1.4590142166477102
0.2101012365607111,0.9348163202687598,4.449361343947322,-0.7920169829128967,-0.09462301118193084,1.0142254700853037,-0.13487219343425405,-0.22858498357931767,-1.995524985122303,-0.9750528305407924,-1.2751842016168393,2.790980361132264,3.071750894947031,2.8271792705575596,0.3541688127050189,-3.07288962452023,-2.619866456232593,-2.1273551196344522
0.3833161999205139,1.6482504475311544,4.299975967290041,-0.425069174076917,-3.025126218769583,-0.12318531624402906,-0.7349752403219716,-2.882395838836851,-1.0019706150595677,2.8330926234594465,1.0696621043062011,2.7869556538486346,0.903334269967357,-2.1009836893806586,-2.185814436789284,-0.33411946391898084,-1.897664503337742,1.4442145163308355
0.37998605154539516,1.8701236790101488,4.921558755655361,2.4218047848983293,1.120784394777802,0.257497643269752,-1.0537997032427908,-2.677553175976842,-2.665954743032489,-0.8489475953398071,1.794169973926011,0.9951205303965533,-2.6101308182143597,1.801401458260429,1.8199163103632232,2.8391272906789657,1.3483698235942558,-0.16269486208453365
0.18931840874533407,0.8680726588582391,4.5852522457335185,-0.9047715806417731,0.5291623235138849,-1.9249559899303414,1.3528446319113225,0.40216865385095923,1.461952572110178,0.4550086778246061,1.6637283188303842,3.102497893542192,1.0244071908146566,2.5054381181625365,1.4806867167100366,0.32271496778218944,-2.5087590195983,2.093486134588826
0.7571080464090572,3.3185417657160516,4.383181213640253,-0.15803604936954674,1.9531223464281382,1.146820882047292,1.3434965334041253,-2.7552295639206,0.15359683874989694,2.6311793230971947,2.922227557736477,1.6825070221132536,-2.5505529409899927,-2.4394897132671414,-0.3457162000473435,-2.7272248588475656,-1.9850557908505846,0.14698433745390727
0.28547621356909547,1.246411302432904,4.366077603629234,2.7404777916803944,2.88070611607224,-2.583879033764984,-0.6049905068251826,-0.36706458859645075,-1.28726292459425,-1.4343579015540762,-1.9874944519641868,-2.1346640525219387,2.7215097750011514,-1.4645617251952923,1.0660104969093993,0.1980901075220287,1.7686595514874819,1.8830037087713345
0.16550324569373204,0.8567479617833546,5.176623323561814,-0.3022928034518948,-2.6693580525986005,1.2211438086928101,-1.5449687257484863,2.7106890063049125,-1.6650981765981654,-2.3435368854015866,-1.3382126317903003,-2.477898009123799,-2.8575634178641165,-1.4523126595334281,-0.1516114210182713,-2.7902806577818717,1.2170565881533832,2.8834384604817167
0.3871795337927784,1.6538469999828098,4.271524849936831,2.9131821089415366,-2.214143132701307,2.065012322558937,0.2240799506225306,2.125942221585568,1.0035924698281944,1.6239753675639648,0.7016804191874506,-0.13533538968770253,-1.7132278922057,0.4990385691686612,-2.552588993579338,0.7800394040235963,-2.9841126328246523,-2.930887269662889
