Inf. Norm,RKHS norm,RKHS/Inf,theta_0,theta_1,theta_2,theta_3,theta_4,theta_5,theta_6,theta_7,theta_8,theta_9,theta_10,theta_11
0.2323293855741365,0.5738291919808062,2.469895018069924,-2.003418087958834,-2.2308159879226004,-3.007020203004753,-2.087189722005781,-1.6127331269181613,-1.4759222940627579,1.3207680632133512,-1.2549167519939117,2.1526592121302217,1.478098014227732,2.2992720476139414,-2.735666396084799
0.22427584817017612,0.6205126074233258,2.7667384271912017,-2.565073420920825,-2.136358515360096,1.99477720296853,-0.2435594160798229,1.0308333105305092,2.7519591904896323,2.24708225723925,-1.8094173738565678,2.5912558636482332,2.4792729400876246,1.1280986404153648,2.240593894536069
0.3543152507830795,0.7495781827958613,2.115568497656262,1.7862612909105398,2.161069969497391,2.638581049430332,1.3901446486157383,0.6461909589997026,-2.737150259394675,-0.4696336670855472,1.8201436842924261,-2.19390516054667,-1.4185444406088346,-2.4394729609908614,-2.871870821730366
0.41376628366265317,0.9917386265362699,2.3968570318427442,2.818390348645398,-2.99027288353955,0.9417142126922462,-0.2897910600833655,-2.3946937610609713,1.368569787832528,-2.104084059032345,-0.8054394174835862,-1.2079232114292813,-1.608699983485247,-0.7230380149576598,-1.485517851934338
0.15948366354526292,0.3859599529640576,2.4200594868735172,0.868349560497367,2.290783864658244,1.433449367448202,-3.088268939735541,1.1642118903659355,-0.40159050851282796,3.0191435691642203,0.8928783975477126,-0.1969224955947988,1.6476992892034508,-1.5568760249421445,3.001849119497491
0.49888509654939367,1.1879247458593198,2.3811590165265755,2.917668994782633,-1.7318239599708092,2.4962555518264606,2.064486044607257,-1.792529807972548,-0.04150466690571486,0.19383922769973827,1.67988454336027,-1.6730980094674694,0.31806663020312564,1.791708434898795,1.2992198021795858
0.15401042591641645,0.4082216239897731,2.650610317845108,0.3100541031467823,1.9705619474793803,0.26091652764269213,1.7834399848883118,1.8135493813439467,2.787606032379193,-0.8883536527531213,0.4748398312439801,-3.1066719899068826,-3.050925536369058,-3.097616105892091,1.2834754743539731
0.4312726931706143,0.9410108067524087,2.1819392269756777,2.8677964156913207,1.6523455363428656,2.5402521483894906,2.501431253667997,0.9056665652788762,2.355515155448039,-0.05652537686009218,2.0081665874177617,-0.16809749974888044,-1.5703817886232632,2.7135544788519814,0.6562283116431487
0.35299546572037843,0.7739364353544786,2.1924826534954533,2.3840482991747143,0.19424935417014622,-2.130520725401227,1.1834478744410228,-0.6912894848850271,0.06463798242408414,1.597835952712928,-1.0105243180931622,2.3863892110578684,-1.9634247619626215,-1.2105447225939714,-1.3275296379276866
0.7125632335236406,1.641922632177149,2.3042483178058544,-1.489155953248576,1.6590061128432572,-0.8125064038224101,-2.604080897804452,-0.044392875499138285,-0.4424228791850102,1.7765838320112568,0.6949713998349312,0.6038376492337729,-2.2698686787348126,1.800328559258606,-1.1842794081057662
