Inf. Norm,RKHS norm,RKHS/Inf,theta_0,theta_1,theta_2
0.8995190528383288,1.274754878398196,1.417151614938954,-2.0943951023931957,-2.0943951023931957,-2.0943951023931957
0.5000000000000002,0.7071067811865478,1.414213562373095,-2.0943951023931957,-2.0943951023931957,-4.440892098500626e-16
0.8995190528383291,1.2747548783981966,1.4171516149389543,-2.0943951023931957,-2.0943951023931957,2.094395102393195
1.0,1.4142135623730947,1.4142135623730947,-2.0943951023931957,-4.440892098500626e-16,-2.0943951023931957
1.0,1.4142135623730947,1.4142135623730947,-2.0943951023931957,-4.440892098500626e-16,-4.440892098500626e-16
1.0,1.4142135623730947,1.4142135623730947,-2.0943951023931957,-4.440892098500626e-16,2.094395102393195
0.8995190528383288,1.274754878398196,1.417151614938954,-2.0943951023931957,2.094395102393195,-2.0943951023931957
0.49999999999999933,0.7071067811865466,1.414213562373095,-2.0943951023931957,2.094395102393195,-4.440892098500626e-16
0.8995190528383292,1.2747548783981963,1.4171516149389538,-2.0943951023931957,2.094395102393195,2.094395102393195
0.899519052838329,1.2747548783981961,1.4171516149389538,-4.440892098500626e-16,-2.0943951023931957,-2.0943951023931957
0.5000000000000002,0.7071067811865477,1.4142135623730947,-4.440892098500626e-16,-2.0943951023931957,-4.440892098500626e-16
0.8995190528383293,1.2747548783981966,1.4171516149389538,-4.440892098500626e-16,-2.0943951023931957,2.094395102393195
1.0,1.4142135623730947,1.4142135623730947,-4.440892098500626e-16,-4.440892098500626e-16,-2.0943951023931957
1.0,1.4142135623730947,1.4142135623730947,-4.440892098500626e-16,-4.440892098500626e-16,-4.440892098500626e-16
1.0,1.4142135623730947,1.4142135623730947,-4.440892098500626e-16,-4.440892098500626e-16,2.094395102393195
0.899519052838329,1.274754878398196,1.4171516149389536,-4.440892098500626e-16,2.094395102393195,-2.0943951023931957
0.49999999999999933,0.7071067811865465,1.4142135623730947,-4.440892098500626e-16,2.094395102393195,-4.440892098500626e-16
0.8995190528383293,1.2747548783981966,1.4171516149389538,-4.440892098500626e-16,2.094395102393195,2.094395102393195
0.8995190528383288,1.274754878398196,1.417151614938954,2.094395102393195,-2.0943951023931957,-2.0943951023931957
0.5000000000000002,0.7071067811865478,1.414213562373095,2.094395102393195,-2.0943951023931957,-4.440892098500626e-16
0.8995190528383294,1.2747548783981968,1.4171516149389538,2.094395102393195,-2.0943951023931957,2.094395102393195
1.0,1.4142135623730947,1.4142135623730947,2.094395102393195,-4.440892098500626e-16,-2.0943951023931957
1.0,1.4142135623730947,1.4142135623730947,2.094395102393195,-4.440892098500626e-16,-4.440892098500626e-16
1.0,1.4142135623730951,1.4142135623730951,2.094395102393195,-4.440892098500626e-16,2.094395102393195
0.8995190528383289,1.274754878398196,1.4171516149389538,2.094395102393195,2.094395102393195,-2.0943951023931957
0.49999999999999933,0.7071067811865466,1.414213562373095,2.094395102393195,2.094395102393195,-4.440892098500626e-16
0.8995190528383292,1.2747548783981963,1.4171516149389538,2.094395102393195,2.094395102393195,2.094395102393195
