,Inf. Norm,RKHS norm,RKHS/Inf,FlatRK over norm
0,0.375744635425312,4.376047683186802,11.64633442666048,0.0830104137673296
1,0.0623387528707914,0.7317904193305136,11.738932616237674,0.08367041662739795
2,0.1008954857362331,1.0792775978085696,10.696985994299878,0.07624383783943771
3,0.1342132532736804,1.571049353981561,11.70562009087107,0.08343297827014227
4,0.016812296875056,0.2134081995714946,12.69357787085731,0.09047474618585429
5,0.2630686182390457,2.540442574016601,9.656957910913366,0.06883093362693926
6,0.2186107314539226,3.1889500357413425,14.587344429674026,0.10397275679305823
7,0.0669764017127623,0.7146717497031623,10.67050082457598,0.07605506214255871
8,0.3099198949711331,3.8829379601018985,12.528843817734153,0.08930058774163008
9,0.0898464888798385,1.2156611232080696,13.530424375669313,0.09643945337004488
10,0.0725008523265729,0.8448653658744746,11.653178393943035,0.08305919482883117
11,0.004263090318644,0.047745719052343,11.199790640966029,0.07982762826094128
12,0.0394952101394793,0.5644470586441794,14.29153197693607,0.10186432394202362
13,0.0064313287716562,0.0774269596793173,12.039029946742664,0.08580939037339172
14,0.0434447894484708,0.5575007614289047,12.832396439396891,0.0914641894210305
15,0.026960170234327,0.3280743075681235,12.168851484120172,0.0867347063688648
16,0.0452987907780512,0.4757515254852112,10.502521531230988,0.07485777292398783
17,0.0117586324969436,0.1428774246971984,12.150853828821957,0.08660642628017641
18,0.0258777657934155,0.3921787384619448,15.155046289263955,0.10801910859222731
19,0.0222338266689587,0.3103201001197135,13.957116097921164,0.09948074130817401
20,0.1394818338893113,1.6441913626414515,11.787853061540858,0.0840191019954742
21,0.0186280922053395,0.2535717991180974,13.612333261127702,0.09702326714560991
22,0.1148721323910821,1.208117727865048,10.517065390168012,0.07496143573358158
23,0.0011603011061769,0.0140365238166745,12.097311415071436,0.08622479736959338
24,0.0057899367825455,0.0816449673387962,14.101184590637518,0.10050760390314152
25,0.2100605752989663,2.681406654547809,12.764921026858694,0.09098325166768083
26,0.1275317595886071,1.3474929508325943,10.565940242488194,0.0753097961331102
27,0.1246032797117472,1.3885865164118,11.144060731179035,0.07943040775351327
28,0.0211191504526782,0.2122702449947149,10.051078781334027,0.07164006956013609
29,0.0564952874677025,0.7216188248510924,12.773079971734465,0.09104140536353317
30,0.0103184238878847,0.1573983389083006,15.25410669483234,0.10872517154327627
31,0.0868363354296075,1.1355635071613004,13.077054686189824,0.09320801555154068
32,0.3472905597484904,3.947344597838153,11.366115452999471,0.0810131249984438
33,0.0304165160857794,0.3567665204868113,11.729368330043853,0.08360224622070579
34,0.0871251482455618,1.2197681851887257,14.000184903568991,0.09978771852918758
35,0.0245397893057186,0.2835363213953038,11.554146527624397,0.08235333529413993
36,0.0489335130789226,0.8767389750000661,17.91694321202757,0.1277048052193559
37,0.1133884030159427,1.482388266147148,13.073543913822656,0.09318299217026335
38,0.1056279862271852,1.2862844699716305,12.177496853959536,0.08679632710730885
39,0.0627667801343249,0.6356530679748517,10.12722122457952,0.07218278244193302
40,0.0306255026846557,0.3862170303670537,12.610961339764682,0.0898858885952358
41,0.0808631594190641,1.0793148256598388,13.347423392974452,0.09513509555780883
42,0.0181948400387259,0.2120275888696245,11.653171361679703,0.08305914470567075
43,0.0239480188643409,0.2495068095273732,10.418682686896238,0.07426020317345149
44,0.0393606382808177,0.4949621882343052,12.575054924236904,0.08962996202635423
45,0.0941001724268699,1.1420164215164867,12.136177778037618,0.08650182125996599
46,0.036203280549045,0.4125872705415995,11.39640563740246,0.08122902131811542
47,0.4827169386740848,5.555689923628727,11.509208562038369,0.08203303544866934
48,0.0324573453244452,0.4874661485191469,15.018669692373503,0.10704707075428392
49,0.4915349258139641,6.723986449008656,13.679570048606369,0.09750250407497486
50,0.0622347920494936,0.8512304316538183,13.67772597322826,0.09748936024322943
51,0.3450569007900391,4.080355389925387,11.825166749550704,0.08428505903976033
52,0.1935847055758061,2.624623919446747,13.558012817386372,0.09663609274843044
53,0.1388907291705119,2.003545345683928,14.425335352831471,0.10281802088989046
54,0.1628503392789075,2.0455531736630603,12.560938974525069,0.08952934918257259
55,0.0467198300131284,0.5126498274844385,10.972853012101767,0.07821010760755225
56,0.1074382869576669,1.5807594885977847,14.71318589825096,0.10486970444997477
57,0.118154991728347,1.53268918061355,12.971852972047026,0.09245817980922892
58,0.0024018361918704,0.0323125559131048,13.453272135074888,0.09588954305661966
59,0.218278349737901,2.497885011976952,11.443576584559588,0.08156523696312956
60,0.1821785394926156,2.619088661679971,14.37649389974461,0.10246989854673871
61,0.1272867536592236,1.5576275631393226,12.237153657869662,0.08722153694546014
62,0.0126103821228527,0.1433881638748798,11.37064384552069,0.08104540156917552
63,0.0860549270971315,0.9509488439687772,11.050486893044788,0.07876345086074711
64,0.0006308720870504,0.0083195309760249,13.187349934788628,0.09399415597026319
65,0.2651878203685887,3.2171088863684822,12.131435304596463,0.08646801880606
66,0.0374294792547345,0.6357143334107836,16.984322145768846,0.12105745526682121
67,0.0674973417224034,0.9004023286503164,13.339819105075335,0.09508089523504748
68,0.0874455735753612,1.146488758619874,13.110883853164063,0.09344913632354146
69,0.0458909180088408,0.6473929229183497,14.107212298381771,0.10055056699312231
70,0.151551512564369,1.8361467828022744,12.115661214680392,0.08635558740208635
71,0.3491121890887737,4.013703032071048,11.49688597968267,0.08194520501013351
72,0.126335322639222,1.7101211529703473,13.53636589708145,0.09648180215832113
73,0.0018960855330352,0.0185837497906437,9.801113645382523,0.06985841804622786
74,0.1022569048731763,1.4938440919670204,14.608735652812433,0.10412522487603235
