,Inf. Norm,RKHS norm,RKHS/Inf,FlatRK over norm
0,0.1260419300047089,1.022359435563719,8.111264525428355,0.1734063137115897
1,7.11920376231799e-05,0.000486609260572,6.835164111297027,0.14612525684966218
2,0.0294381662094778,0.2066049869265619,7.018269597922295,0.15003976948286687
3,0.166033326075915,1.1881297267109945,7.155971363048815,0.152983620642857
4,0.0102374513331312,0.1037404969215879,10.13343004482521,0.2166370907789635
5,0.0100183133265459,0.0685516907333148,6.842637927052084,0.14628503549273084
6,0.0011816968881252,0.0090801136696008,7.683961734050642,0.16427123968469884
7,0.043098711502546,0.3157925061334244,7.327191350367151,0.15664403964923257
8,0.0079527958398756,0.0640052838379971,8.048148742492744,0.17205699570801897
9,0.0056652450437387,0.0455161630750352,8.034279669039133,0.17176049632809534
10,0.0232098609963727,0.172342791649765,7.4254124863866515,0.1587438559075128
11,0.015820865359514,0.1496909192856715,9.461613880409733,0.2022746983063798
12,0.0155177256019423,0.1293728718754431,8.337102691083109,0.1782343850534635
13,0.1170075418504209,0.9687944337062268,8.279760589661015,0.17700849944747576
14,0.417526089340013,3.079877241595692,7.37649052413486,0.1576979798783159
15,0.0041620051950722,0.0378163040209174,9.086078043749511,0.19424632185561827
16,0.0047633958266711,0.037590092898743,7.891448509962021,0.16870698664399245
17,0.0031478036550085,0.0241210125688629,7.662807218132317,0.16381898879185103
18,0.0512747029655503,0.3462926328233657,6.753674088683207,0.14438312596717928
19,0.105764560393925,1.002750694267282,9.480970662880742,0.20268851643339222
20,0.3207276413870217,2.413639014498424,7.52550981904889,0.16088378235361828
21,0.0127251908438817,0.1025914656487432,8.062076781981576,0.1723547556907462
22,0.0030415392172565,0.0241031873704515,7.924667626739533,0.1694171600783669
23,0.0283486986057358,0.2562540440674815,9.039358301112031,0.19324752588207778
24,0.1580993678987206,1.1680379972321655,7.387999159999285,0.15794401674653077
25,0.025845282657381,0.1803017799851426,6.976196870249794,0.1491403195154039
26,0.0190516907923113,0.1333785724700959,7.00087850071151,0.1496679746721727
27,0.1174009358057018,0.8609786735483308,7.333661078930812,0.1567823524582184
28,0.0061310328720345,0.0420242974276767,6.854358524052612,0.1465356037628186
29,0.0344144298826143,0.248869814392337,7.231554183556666,0.15459946466361393
30,0.0326260545821681,0.2115718735463345,6.484752025823238,0.13863398741423572
31,0.1166879892081213,0.7458857056607212,6.39213779175148,0.1366540380638898
32,0.0321595868502214,0.2643116747731653,8.218752187463043,0.1757042339907866
33,0.002565231882963,0.016817628024681,6.555987447518839,0.14015689075972518
34,0.0135577087882905,0.1152919087186293,8.503790022264242,0.18179790286895686
35,0.0030327269044465,0.0245361428536859,8.090455760362603,0.1729614544382137
36,0.0132972530388164,0.105576158272982,7.939696865570014,0.16973846200303164
37,0.0170003213569896,0.1270643624302173,7.474232972541729,0.15978756253441664
38,0.0015150926506734,0.011013138322341,7.268953695634022,0.15539900849597388
39,0.3074509069749643,2.121869233971001,6.901489590153607,0.1475431931970245
40,0.0109075414232535,0.0697961145884988,6.398886044081601,0.1367983052810288
41,0.0468255710556115,0.3010059185570023,6.428238071021458,0.13742580630453108
42,0.0050863718712356,0.0340871098833153,6.701655078757416,0.1432710398398092
43,0.0573208832391172,0.4284462520861868,7.474522859302419,0.15979375986584474
44,0.0225134323878049,0.1669293879990274,7.414657397574329,0.1585139287119764
45,0.3939886067651325,3.148272917078241,7.990771466533836,0.17083035812473518
46,0.1053732516363767,0.9069129260982904,8.606671161936584,0.1839973428114097
47,0.1091465081054123,0.9104787376941385,8.3418036316362,0.17833488390536673
48,2.1214446511831067e-05,0.0001879697361517,8.860459123782528,0.18942293764808638
49,0.035302504741193,0.2666656179616742,7.553730816457143,0.1614871037117725
50,0.0752318796194183,0.5425683401686844,7.211947154762305,0.1541802966565284
51,0.1274002943582915,0.9327601697939892,7.321491480787014,0.1565221852368373
52,0.1831387433102289,1.244246150116072,6.794008343763579,0.1452454100744062
53,0.0008020187159888,0.0055278459765586,6.892415184778874,0.14734919641881264
54,0.1844371405932736,1.1717188734557873,6.352944258877322,0.13581614083643095
55,0.0265204214680692,0.2098010661454907,7.910925035565232,0.16912336469431674
56,0.0273286498888355,0.2174922837335548,7.958398406736003,0.17013827208247773
57,0.0043822876448573,0.0403026370609263,9.196711929264085,0.19661150353580262
58,0.0005422171243884,0.0051550773521044,9.507404174883854,0.2032536241130322
59,0.0008210466836226,0.006842971924923,8.334449260217303,0.1781776587978118
60,0.0129051835658709,0.1091899831243605,8.460939944560314,0.18088183435786354
61,0.0150991253576463,0.1330118244931848,8.809240359464045,0.18832795953641374
62,0.1108297204659291,0.9093760538748552,8.205164192888244,0.1754137436433738
63,0.0414491539402044,0.2795795079105941,6.745119775277495,0.1442002479523682
64,0.0079013544785862,0.0540718922088748,6.843370001360759,0.14630068611130362
65,0.2633861332087164,1.8069834246581784,6.860586784294605,0.14666875435185617
66,0.0056879920011843,0.0468694508754646,8.240069758485106,0.1761599707500345
